Tolerance:,109.00 ppm,,First Scan:,1,,Last Scan:,11770,Ref. Mass:,85.101181,,,,,,,,,,,,,,,,,,,,,,,
,,,Threshold:,1,,Compound Name:,,,,,,,,,,,,,,Calibration:,,,,,,,,,,,,
,Measured Mass:,Ret. Time:,Scan Number:,Deviation [ppm]:,Deviation [mmu]:,Abs. Intensity:,Rel. Intensity:,TIC:,IT [ms]:,TIC*IT:,Elapsed scan time [ms]:,Target:,FT Resolution:,RF [V]:,Lockmass correction [ppm]:,Lockmass #1 [m/z]:,Lockmass #2 [m/z]:,Lockmass #3 [m/z]:,Number of Packets:,A,B,C,Vt,Mode,Peak Noise,Peak Flags,Peak Resolution,Peak Baseline,Ion Injection Time (ms):,Max. Ion Time (ms):,Repeller Voltage (V),CI reagent gas port:
,85.101051,5.05,2,-1.52,-0.13,31735,83.02,275300,3000,825900,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,11.36,------,213007,0.11,3000,3000,8.61,None
,85.101112,5.07,3,-0.81,-0.07,76584,100,385374,847.803,326721,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,32.32,------,218807,-0.15,847.8,3000,8.61,None
,85.10112,5.08,4,-0.72,-0.06,84902,100,409739,581.027,238070,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,43.99,------,216207,-0.13,581.03,3000,8.61,None
,85.101128,5.09,5,-0.63,-0.05,79582,100,377370,544.362,205426,0,,120000,800,,0,0,0,6,0,0,2.12E+08,0,0,46.23,------,214307,-0.14,544.36,3000,8.61,None
,85.10112,5.1,6,-0.72,-0.06,81835,100,390013,581.935,226962,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,44.11,------,213907,-0.13,581.94,3000,8.61,None
,85.101089,5.11,7,-1.08,-0.09,88601,100,415052,573.086,237860,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,44.85,------,218407,-0.1,573.09,3000,8.61,None
,85.10112,5.12,8,-0.72,-0.06,87911,100,411391,535.008,220097,0,,120000,800,,0,0,0,8,0,0,2.12E+08,0,0,46.29,------,215507,-0.38,535.01,3000,8.61,None
,85.101105,5.13,9,-0.9,-0.08,88871,100,423561,540.623,228987,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,47.22,------,214607,-0.18,540.62,3000,8.61,None
,85.101097,5.14,10,-0.99,-0.08,86578,100,413905,527.462,218319,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,46.62,------,216807,-0.35,527.46,3000,8.61,None
,85.101112,5.15,11,-0.81,-0.07,89809,100,423741,531.93,225401,0,,120000,800,,0,0,0,9,0,0,2.12E+08,0,0,46.21,------,212007,-0.48,531.93,3000,8.61,None
,85.101112,5.15,12,-0.81,-0.07,90848,100,428395,528.889,226574,0,,120000,800,,0,0,0,8,0,0,2.12E+08,0,0,48.41,------,212207,-0.18,528.89,3000,8.61,None
,85.101105,5.16,13,-0.9,-0.08,92448,100,423145,518.726,219496,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,49,------,214107,-0.51,518.73,3000,8.61,None
,85.10112,5.17,14,-0.72,-0.06,94129,100,430498,519.197,223513,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,49.04,------,214307,-0.08,519.2,3000,8.62,None
,85.101128,5.18,15,-0.63,-0.05,84133,100,395774,519.246,205504,0,,120000,800,,0,0,0,9,0,0,2.12E+08,0,0,48.35,------,215407,-0.12,519.25,3000,8.62,None
,85.10112,5.19,16,-0.72,-0.06,83937,100,393530,558.924,219954,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,45.81,------,217907,-0.19,558.92,3000,8.62,None
,85.101105,5.2,17,-0.9,-0.08,89006,100,429887,568.715,244483,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,45.87,------,215407,-0.22,568.72,3000,8.62,None
,85.101128,5.21,18,-0.63,-0.05,94456,100,428453,521.522,223447,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,47.74,------,214007,-0.37,521.52,3000,8.62,None
,85.101112,5.22,19,-0.81,-0.07,93920,100,425692,517.118,220133,0,,120000,800,,0,0,0,9,0,0,2.12E+08,0,0,49.27,------,218407,-0.13,517.12,3000,8.62,None
,85.101112,5.23,20,-0.81,-0.07,95449,100,430565,519.588,223716,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,50.16,------,216507,0.19,519.59,3000,8.62,None
,85.101112,5.24,21,-0.81,-0.07,94073,100,434532,513.45,223111,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,49.32,------,218307,-0.09,513.45,3000,8.62,None
,85.101151,5.25,22,-0.36,-0.03,86115,100,392076,513.42,201300,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,47.88,------,212707,-0.2,513.42,3000,8.62,None
,85.101135,5.26,23,-0.54,-0.05,90490,100,430259,559.473,240718,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,45.7,------,211907,-0.28,559.47,3000,8.62,None
,85.101112,5.27,24,-0.81,-0.07,92840,100,435494,518.644,225866,0,,120000,800,,0,0,0,8,0,0,2.12E+08,0,0,48.61,------,216207,-0.2,518.64,3000,8.62,None
,85.101151,5.28,25,-0.36,-0.03,89935,100,401760,502.158,201747,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,48.38,------,215107,-0.33,502.16,3000,8.62,None
,85.10112,5.29,26,-0.72,-0.06,92686,100,433652,555.996,241109,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,46.77,------,212307,-0.12,556,3000,8.62,None
,85.101112,5.3,27,-0.81,-0.07,95362,100,431016,515.448,222166,0,,120000,800,,0,0,0,7,0,0,2.12E+08,0,0,48.52,------,217607,-0.16,515.45,3000,8.62,None
,85.101089,5.3,28,-1.08,-0.09,92382,100,411146,516.792,212477,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,47.52,------,218007,-0.55,516.79,3000,8.62,None
,85.101105,5.31,29,-0.9,-0.08,89283,100,408895,532.662,217803,0,,120000,800,,0,0,0,8,0,0,2.12E+08,0,0,48.62,------,216807,-0.02,532.66,3000,8.62,None
,85.10112,5.32,30,-0.72,-0.06,86559,100,398053,541.908,215708,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,45.65,------,217007,0.03,541.91,3000,8.62,None
,85.101128,5.33,31,-0.63,-0.05,93072,100,426021,558.014,237726,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,45.42,------,215607,-0.25,558.01,3000,8.62,None
