Tolerance:,109.00 ppm,,First Scan:,1,,Last Scan:,14073,Ref. Mass:,86.104507,,,,,,,,,,,,,,,,,,,,,,,
,,,Threshold:,1,,Compound Name:,,,,,,,,,,,,,,Calibration:,,,,,,,,,,,,
,Measured Mass:,Ret. Time:,Scan Number:,Deviation [ppm]:,Deviation [mmu]:,Abs. Intensity:,Rel. Intensity:,TIC:,IT [ms]:,TIC*IT:,Elapsed scan time [ms]:,Target:,FT Resolution:,RF [V]:,Lockmass correction [ppm]:,Lockmass #1 [m/z]:,Lockmass #2 [m/z]:,Lockmass #3 [m/z]:,Number of Packets:,A,B,C,Vt,Mode,Peak Noise,Peak Flags,Peak Resolution,Peak Baseline,Ion Injection Time (ms):,Max. Ion Time (ms):,Repeller Voltage (V),CI reagent gas port:
,86.104454,5.05,2,-0.62,-0.05,1353,3.12,252884,3000,758652,0,,120000,800,,0,0,0,4,0,0,2.12E+08,0,0,10.85,------,214002,0.04,3000,3000,8.6,None
,86.104469,5.07,3,-0.44,-0.04,2635,5.26,336318,919.708,309314,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,27.95,------,212002,-0.38,919.71,3000,8.6,None
,86.104469,5.08,4,-0.44,-0.04,3076,6.06,349099,672.496,234767,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,37.61,------,205302,-0.27,672.5,3000,8.6,None
,86.104485,5.09,5,-0.27,-0.02,2829,5.71,345196,630.727,217725,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,39.24,------,205102,-0.48,630.73,3000,8.6,None
,86.104485,5.1,6,-0.27,-0.02,2999,6.21,343849,642.049,220768,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,38.63,------,206302,-0.35,642.05,3000,8.6,None
,86.1045,5.11,7,-0.09,-0.01,2655,5.85,321182,647.705,208032,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,39.87,------,208702,-0.06,647.71,3000,8.6,None
,86.104515,5.13,8,0.09,0.01,3125,6.4,342932,692.688,237545,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,35.53,------,211202,-0.17,692.69,3000,8.6,None
,86.104477,5.14,9,-0.35,-0.03,3089,6.48,338303,688.308,232857,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,37.23,------,206802,-0.38,688.31,3000,8.6,None
,86.104462,5.15,10,-0.53,-0.05,2988,6.26,331374,656.345,217495,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,39.3,------,209202,-0.08,656.34,3000,8.6,None
,86.104485,5.16,11,-0.27,-0.02,2899,6.3,318887,676.245,215646,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,37.2,------,210002,-0.16,676.24,3000,8.6,None
,86.104462,5.17,12,-0.53,-0.05,3231,6.1,354470,696.617,246930,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,36.99,------,210702,-0.28,696.62,3000,8.6,None
,86.104462,5.18,13,-0.53,-0.05,3490,7,354644,620.52,220064,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,41.56,------,204302,0.36,620.52,3000,8.6,None
,86.104477,5.2,14,-0.35,-0.03,2854,5.67,350576,626.058,219481,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,41.28,------,207002,-0.27,626.06,3000,8.6,None
,86.104469,5.21,15,-0.44,-0.04,3412,6.61,358686,632.117,226731,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,40.2,------,208502,-0.45,632.12,3000,8.6,None
,86.104462,5.22,16,-0.53,-0.05,3337,6.48,357253,617.337,220546,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,40.4,------,203202,-0.51,617.34,3000,8.6,None
,86.104492,5.23,17,-0.18,-0.02,3199,6.71,329718,614.658,202664,0,,120000,800,,0,0,0,2,0,0,2.12E+08,0,0,40.93,------,209802,-0.6,614.66,3000,8.6,None
,86.104492,5.24,18,-0.18,-0.02,3626,6.96,364328,670.681,244348,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,39.34,------,205002,-0.14,670.68,3000,8.6,None
,86.104454,5.25,19,-0.62,-0.05,3743,6.95,369273,611.786,225916,0,,120000,800,,0,0,0,3,0,0,2.12E+08,0,0,41.11,------,206202,0.14,611.79,3000,8.6,None
