Tolerance:,109.00 ppm,,First Scan:,1,,Last Scan:,13544,Ref. Mass:,85.101181,,,,,,,,,,,,,,,,,,,,,,,
,,,Threshold:,1,,Compound Name:,,,,,,,,,,,,,,Calibration:,,,,,,,,,,,,
,Measured Mass:,Ret. Time:,Scan Number:,Deviation [ppm]:,Deviation [mmu]:,Abs. Intensity:,Rel. Intensity:,TIC:,IT [ms]:,TIC*IT:,Elapsed scan time [ms]:,Target:,FT Resolution:,RF [V]:,Lockmass correction [ppm]:,Lockmass #1 [m/z]:,Lockmass #2 [m/z]:,Lockmass #3 [m/z]:,Number of Packets:,A,B,C,Vt,Mode,Peak Noise,Peak Flags,Peak Resolution,Peak Baseline,Ion Injection Time (ms):,Max. Ion Time (ms):,Repeller Voltage (V),CI reagent gas port:
,85.101089,5.05,2,-1.08,-0.09,50394,100,327360,3000,982081,0,,120000,800,,0,0,0,15,0,0,2.12E+08,0,0,12.01,------,211607,0,3000,3000,8.6,None
,85.101105,5.07,3,-0.9,-0.08,156573,100,537327,712.93,383077,0,,120000,800,,0,0,0,17,0,0,2.12E+08,0,0,38.6,------,213607,-0.12,712.93,3000,8.6,None
,85.10112,5.07,4,-0.72,-0.06,170525,100,566993,414.332,234923,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,61.86,------,217607,-0.5,414.33,3000,8.6,None
,85.101097,5.08,5,-0.99,-0.08,171318,100,567590,388.11,220287,0,,120000,800,,0,0,0,15,0,0,2.12E+08,0,0,66.62,------,218807,-0.04,388.11,3000,8.6,None
,85.101135,5.09,6,-0.54,-0.05,175135,100,569198,384.506,218860,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,64.26,------,212707,-0.18,384.51,3000,8.6,None
,85.101112,5.09,7,-0.81,-0.07,173908,100,577031,385.938,222698,0,,120000,800,,0,0,0,10,0,0,2.12E+08,0,0,68.93,------,219107,0.27,385.94,3000,8.6,None
,85.101135,5.1,8,-0.54,-0.05,159971,100,533349,378.857,202063,0,,120000,800,,0,0,0,17,0,0,2.12E+08,0,0,64.37,------,215907,0.04,378.86,3000,8.6,None
,85.101105,5.11,9,-0.9,-0.08,167514,100,549760,413.982,227591,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,61.05,------,218607,-0.53,413.98,3000,8.6,None
,85.101112,5.12,10,-0.81,-0.07,160970,100,527562,399.855,210948,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,61.85,------,215307,-0.64,399.86,3000,8.6,None
,85.101067,5.12,11,-1.34,-0.11,163801,100,550791,414.802,228469,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,58.73,------,214807,-0.14,414.8,3000,8.6,None
,85.101112,5.13,12,-0.81,-0.07,164336,100,539826,395.522,213513,0,,120000,800,,0,0,0,9,0,0,2.12E+08,0,0,61.12,------,213007,-0.16,395.52,3000,8.6,None
,85.101089,5.14,13,-1.08,-0.09,175747,100,576708,408.084,235345,0,,120000,800,,0,0,0,17,0,0,2.12E+08,0,0,60.72,------,215907,-0.3,408.08,3000,8.6,None
,85.101082,5.14,14,-1.17,-0.1,180273,100,585665,378.874,221893,0,,120000,800,,0,0,0,16,0,0,2.12E+08,0,0,66.2,------,216507,-0.39,378.87,3000,8.6,None
,85.101112,5.15,15,-0.81,-0.07,168051,100,534104,372.982,199211,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,66.65,------,217307,-0.1,372.98,3000,8.6,None
,85.101089,5.16,16,-1.08,-0.09,175255,100,569044,414.253,235728,0,,120000,800,,0,0,0,17,0,0,2.12E+08,0,0,60.25,------,217007,-0.25,414.25,3000,8.6,None
,85.101082,5.17,17,-1.17,-0.1,182711,100,587940,388.459,228390,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,65.13,------,217407,0.11,388.46,3000,8.6,None
,85.101097,5.17,18,-0.99,-0.08,172478,100,549083,376.471,206714,0,,120000,800,,0,0,0,16,0,0,2.12E+08,0,0,63.62,------,217007,-0.79,376.47,3000,8.63,None
,85.101097,5.18,19,-0.99,-0.08,180562,100,584788,395.739,231423,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,64.27,------,216907,-0.12,395.74,3000,8.63,None
,85.101112,5.19,20,-0.81,-0.07,169040,100,540969,377.955,204462,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,66.3,------,217307,-0.22,377.95,3000,8.63,None
,85.101074,5.19,21,-1.26,-0.11,176437,100,581585,409.798,238333,0,,120000,800,,0,0,0,12,0,0,2.12E+08,0,0,63.78,------,216907,-0.19,409.8,3000,8.63,None
,85.10112,5.2,22,-0.72,-0.06,179647,100,582390,378.506,220438,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,64.63,------,219107,0.14,378.51,3000,8.63,None
,85.101097,5.21,23,-0.99,-0.08,182557,100,584643,375.619,219603,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,68.07,------,214107,0,375.62,3000,8.63,None
,85.10112,5.21,24,-0.72,-0.06,170543,100,549404,373.201,205038,0,,120000,800,,0,0,0,11,0,0,2.12E+08,0,0,68.76,------,213107,0.59,373.2,3000,8.63,None
,85.101082,5.22,25,-1.17,-0.1,178123,100,580351,398.026,230995,0,,120000,800,,0,0,0,15,0,0,2.12E+08,0,0,64.68,------,214207,-0.11,398.03,3000,8.63,None
,85.101097,5.23,26,-0.99,-0.08,184351,100,585050,376.615,220338,0,,120000,800,,0,0,0,15,0,0,2.12E+08,0,0,69.07,------,214307,0.08,376.61,3000,8.63,None
,85.101105,5.24,27,-0.9,-0.08,182985,100,600156,368.617,221227,0,,120000,800,,0,0,0,13,0,0,2.12E+08,0,0,69.18,------,219207,0.26,368.62,3000,8.63,None
,85.101128,5.24,28,-0.63,-0.05,183041,100,595142,367.609,218780,0,,120000,800,,0,0,0,16,0,0,2.12E+08,0,0,68.66,------,211507,0.29,367.61,3000,8.63,None
,85.10112,5.25,29,-0.72,-0.06,184679,100,602398,370.303,223070,0,,120000,800,,0,0,0,14,0,0,2.12E+08,0,0,68.58,------,213507,-0.05,370.3,3000,8.63,None
,85.10112,5.26,30,-0.72,-0.06,191046,100,596550,366.492,218631,0,,120000,800,,0,0,0,17,0,0,2.12E+08,0,0,68.6,------,217907,-0.13,366.49,3000,8.63,None
,85.101082,5.26,31,-1.17,-0.1,184293,100,588868,367.672,216510,0,,120000,800,,0,0,0,9,0,0,2.12E+08,0,0,71,------,214207,0.25,367.67,3000,8.63,None
